"year","county","substance","u_median","prob_positive"
2015,"Mahoning","cocaine",0.82366693258163,0.987266666666667
2015,"Marion","cocaine",0.469464311444551,0.904133333333333
2015,"Medina","cocaine",-0.00907494473869275,0.490533333333333
2015,"Meigs","cocaine",-0.360045351869739,0.250866666666667
2015,"Mercer","cocaine",-0.344781217619807,0.262466666666667
2015,"Miami","cocaine",0.575335203050928,0.933
2015,"Monroe","cocaine",-1.11974896327534,0.0336
2015,"Montgomery","cocaine",0.922868000199041,0.997733333333333
2015,"Morgan","cocaine",-1.32283377063085,0.00573333333333333
2015,"Morrow","cocaine",0.158195105260664,0.652933333333333
2015,"Muskingum","cocaine",-0.772261868125173,0.0244
2015,"Noble","cocaine",-0.897954350612189,0.0280666666666667
2015,"Ottawa","cocaine",0.241630761843034,0.6922
2015,"Paulding","cocaine",-0.549095662764047,0.1818
2015,"Perry","cocaine",-1.21759922947608,0.0026
2015,"Pickaway","cocaine",-0.0906348929684907,0.410266666666667
2015,"Pike","cocaine",-0.203847888384661,0.327466666666667
2015,"Portage","cocaine",0.325747359723013,0.826666666666667
2015,"Preble","cocaine",0.758026848364364,0.949
2015,"Putnam","cocaine",-0.0169962508559995,0.4832
2015,"Richland","cocaine",0.824597118435747,0.986066666666667
2015,"Ross","cocaine",0.432408836406849,0.882666666666667
