DeathRaceRaceDesc,DeathCountyCountyName,DeathYearYear,Deaths,Population,SORT
White,Pike,2020,0,26816,11228
Black,Pike,2020,0,533,11230
American Indian or Alaskan Native,Pike,2020,0,241,11232
Asian or Pacific Islander,Pike,2020,0,105,11234
Other,Pike,2020,0,0,11236
Unknown,Pike,2020,0,0,11238
White,Portage,2010,1,150733,11256
Black,Portage,2010,0,7630,11258
American Indian or Alaskan Native,Portage,2010,0,373,11260
Asian or Pacific Islander,Portage,2010,0,2661,11262
Other,Portage,2010,0,0,11264
Unknown,Portage,2010,0,0,11266
White,Portage,2011,1,150795,11270
Black,Portage,2011,0,7874,11272
American Indian or Alaskan Native,Portage,2011,0,378,11274
Asian or Pacific Islander,Portage,2011,0,2847,11276
Other,Portage,2011,0,0,11278
Unknown,Portage,2011,0,0,11280
White,Portage,2012,1,150110,11284
Black,Portage,2012,0,7933,11286
American Indian or Alaskan Native,Portage,2012,0,383,11288
Asian or Pacific Islander,Portage,2012,0,2992,11290
Other,Portage,2012,0,0,11292
Unknown,Portage,2012,0,0,11294
White,Portage,2013,2,150103,11298
Black,Portage,2013,1,7990,11300
American Indian or Alaskan Native,Portage,2013,0,390,11302
Asian or Pacific Islander,Portage,2013,0,3263,11304
Other,Portage,2013,0,0,11306
Unknown,Portage,2013,0,0,11308
White,Portage,2014,6,150394,11312
Black,Portage,2014,0,8235,11314
American Indian or Alaskan Native,Portage,2014,0,417,11316
Asian or Pacific Islander,Portage,2014,0,3474,11318
Other,Portage,2014,0,0,11320
Unknown,Portage,2014,0,0,11322
White,Portage,2015,11,150321,11326
Black,Portage,2015,1,8276,11328
American Indian or Alaskan Native,Portage,2015,0,412,11330
Asian or Pacific Islander,Portage,2015,0,3658,11332
Other,Portage,2015,0,0,11334
Unknown,Portage,2015,0,0,11336
White,Portage,2016,7,150078,11340
Black,Portage,2016,1,8345,11342
American Indian or Alaskan Native,Portage,2016,0,415,11344
Asian or Pacific Islander,Portage,2016,0,3726,11346
Other,Portage,2016,0,0,11348
Unknown,Portage,2016,0,0,11350
White,Portage,2017,6,149752,11354
Black,Portage,2017,0,8521,11356
American Indian or Alaskan Native,Portage,2017,0,424,11358
Asian or Pacific Islander,Portage,2017,0,3744,11360
Other,Portage,2017,0,0,11362
Unknown,Portage,2017,0,0,11364
White,Portage,2018,5,149497,11368
Black,Portage,2018,1,8733,11370
American Indian or Alaskan Native,Portage,2018,0,413,11372
Asian or Pacific Islander,Portage,2018,0,3724,11374
Other,Portage,2018,0,0,11376
Unknown,Portage,2018,0,0,11378
White,Portage,2019,4,149241,11382
Black,Portage,2019,1,9001,11384
American Indian or Alaskan Native,Portage,2019,0,431,11386
Asian or Pacific Islander,Portage,2019,0,3753,11388
Other,Portage,2019,0,0,11390
Unknown,Portage,2019,0,0,11392
White,Portage,2020,6,149060,11396
Black,Portage,2020,2,9270,11398
American Indian or Alaskan Native,Portage,2020,0,411,11400
Asian or Pacific Islander,Portage,2020,0,3842,11402
Other,Portage,2020,0,0,11404
Unknown,Portage,2020,0,0,11406
White,Preble,2010,0,41547,11424
Black,Preble,2010,0,313,11426
American Indian or Alaskan Native,Preble,2010,0,116,11428
Asian or Pacific Islander,Preble,2010,0,196,11430
Other,Preble,2010,0,0,11432
Unknown,Preble,2010,0,0,11434
White,Preble,2011,1,41334,11438
Black,Preble,2011,0,329,11440
American Indian or Alaskan Native,Preble,2011,0,115,11442
Asian or Pacific Islander,Preble,2011,0,211,11444
Other,Preble,2011,0,0,11446
Unknown,Preble,2011,0,0,11448
White,Preble,2012,0,41109,11452
Black,Preble,2012,0,345,11454
American Indian or Alaskan Native,Preble,2012,0,121,11456
Asian or Pacific Islander,Preble,2012,0,246,11458
Other,Preble,2012,0,0,11460
Unknown,Preble,2012,0,0,11462
White,Preble,2013,1,40964,11466
Black,Preble,2013,0,347,11468
American Indian or Alaskan Native,Preble,2013,0,122,11470
Asian or Pacific Islander,Preble,2013,0,252,11472
Other,Preble,2013,0,0,11474
Unknown,Preble,2013,0,0,11476
White,Preble,2014,1,40746,11480
Black,Preble,2014,0,377,11482
American Indian or Alaskan Native,Preble,2014,0,129,11484
Asian or Pacific Islander,Preble,2014,0,257,11486
Other,Preble,2014,0,0,11488
Unknown,Preble,2014,0,0,11490
White,Preble,2015,1,40484,11494
Black,Preble,2015,0,415,11496
American Indian or Alaskan Native,Preble,2015,0,136,11498
Asian or Pacific Islander,Preble,2015,0,278,11500
Other,Preble,2015,0,0,11502
Unknown,Preble,2015,0,0,11504
White,Preble,2016,8,40291,11508
Black,Preble,2016,0,431,11510
American Indian or Alaskan Native,Preble,2016,0,146,11512
Asian or Pacific Islander,Preble,2016,0,280,11514
Other,Preble,2016,0,0,11516
Unknown,Preble,2016,0,0,11518
White,Preble,2017,3,40251,11522
Black,Preble,2017,0,450,11524
American Indian or Alaskan Native,Preble,2017,0,149,11526
Asian or Pacific Islander,Preble,2017,0,269,11528
Other,Preble,2017,0,0,11530
Unknown,Preble,2017,0,0,11532
White,Preble,2018,1,40120,11536
Black,Preble,2018,0,471,11538
American Indian or Alaskan Native,Preble,2018,0,160,11540
Asian or Pacific Islander,Preble,2018,0,272,11542
Other,Preble,2018,0,0,11544
Unknown,Preble,2018,0,0,11546
White,Preble,2019,5,39907,11550
Black,Preble,2019,0,497,11552
American Indian or Alaskan Native,Preble,2019,0,162,11554
Asian or Pacific Islander,Preble,2019,0,282,11556
Other,Preble,2019,0,0,11558
Unknown,Preble,2019,0,0,11560
White,Preble,2020,0,39850,11564
Black,Preble,2020,0,519,11566
American Indian or Alaskan Native,Preble,2020,0,167,11568
Asian or Pacific Islander,Preble,2020,0,300,11570
Other,Preble,2020,0,0,11572
Unknown,Preble,2020,0,0,11574
White,Putnam,2010,0,34051,11592
Black,Putnam,2010,0,215,11594
American Indian or Alaskan Native,Putnam,2010,0,114,11596
Asian or Pacific Islander,Putnam,2010,0,96,11598
Other,Putnam,2010,0,0,11600
Unknown,Putnam,2010,0,0,11602
White,Putnam,2011,0,33947,11606
Black,Putnam,2011,0,221,11608
American Indian or Alaskan Native,Putnam,2011,0,120,11610
Asian or Pacific Islander,Putnam,2011,0,98,11612
Other,Putnam,2011,0,0,11614
Unknown,Putnam,2011,0,0,11616
White,Putnam,2012,0,33744,11620
Black,Putnam,2012,0,235,11622
American Indian or Alaskan Native,Putnam,2012,0,124,11624
Asian or Pacific Islander,Putnam,2012,0,104,11626
Other,Putnam,2012,0,0,11628
Unknown,Putnam,2012,0,0,11630
White,Putnam,2013,0,33636,11634
Black,Putnam,2013,0,253,11636
American Indian or Alaskan Native,Putnam,2013,0,128,11638
Asian or Pacific Islander,Putnam,2013,0,105,11640
Other,Putnam,2013,0,0,11642
Unknown,Putnam,2013,0,0,11644
White,Putnam,2014,2,33691,11648
Black,Putnam,2014,0,265,11650
American Indian or Alaskan Native,Putnam,2014,0,130,11652
Asian or Pacific Islander,Putnam,2014,0,108,11654
Other,Putnam,2014,0,0,11656
Unknown,Putnam,2014,0,0,11658
White,Putnam,2015,1,33502,11662
Black,Putnam,2015,0,283,11664
American Indian or Alaskan Native,Putnam,2015,0,126,11666
Asian or Pacific Islander,Putnam,2015,0,109,11668
Other,Putnam,2015,0,0,11670
Unknown,Putnam,2015,0,0,11672
White,Putnam,2016,2,33501,11676
Black,Putnam,2016,0,268,11678
American Indian or Alaskan Native,Putnam,2016,0,123,11680
Asian or Pacific Islander,Putnam,2016,0,112,11682
Other,Putnam,2016,0,0,11684
Unknown,Putnam,2016,0,0,11686
White,Putnam,2017,0,33372,11690
Black,Putnam,2017,0,277,11692
American Indian or Alaskan Native,Putnam,2017,0,118,11694
Asian or Pacific Islander,Putnam,2017,0,103,11696
Other,Putnam,2017,0,0,11698
Unknown,Putnam,2017,0,0,11700
White,Putnam,2018,1,33289,11704
Black,Putnam,2018,0,298,11706
American Indian or Alaskan Native,Putnam,2018,0,115,11708
Asian or Pacific Islander,Putnam,2018,0,107,11710
Other,Putnam,2018,0,0,11712
Unknown,Putnam,2018,0,0,11714
White,Putnam,2019,0,33290,11718
Black,Putnam,2019,0,307,11720
American Indian or Alaskan Native,Putnam,2019,0,126,11722
Asian or Pacific Islander,Putnam,2019,0,120,11724
Other,Putnam,2019,0,0,11726
Unknown,Putnam,2019,0,0,11728
White,Putnam,2020,1,33100,11732
Black,Putnam,2020,0,307,11734
American Indian or Alaskan Native,Putnam,2020,0,123,11736
Asian or Pacific Islander,Putnam,2020,0,124,11738
Other,Putnam,2020,0,0,11740
Unknown,Putnam,2020,0,0,11742
White,Richland,2010,1,110190,11760
Black,Richland,2010,0,12670,11762
American Indian or Alaskan Native,Richland,2010,0,313,11764
Asian or Pacific Islander,Richland,2010,0,983,11766
Other,Richland,2010,0,0,11768
Unknown,Richland,2010,0,0,11770
White,Richland,2011,2,109428,11774
Black,Richland,2011,1,12442,11776
American Indian or Alaskan Native,Richland,2011,0,305,11778
Asian or Pacific Islander,Richland,2011,0,976,11780
Other,Richland,2011,0,0,11782
Unknown,Richland,2011,0,0,11784
White,Richland,2012,1,108888,11788
Black,Richland,2012,0,12454,11790
American Indian or Alaskan Native,Richland,2012,0,313,11792
Asian or Pacific Islander,Richland,2012,0,990,11794
Other,Richland,2012,0,0,11796
Unknown,Richland,2012,0,0,11798
White,Richland,2013,5,108420,11802
Black,Richland,2013,1,12560,11804
American Indian or Alaskan Native,Richland,2013,0,317,11806
Asian or Pacific Islander,Richland,2013,0,1042,11808
Other,Richland,2013,0,0,11810
Unknown,Richland,2013,0,0,11812
White,Richland,2014,5,108026,11816
Black,Richland,2014,0,12607,11818
American Indian or Alaskan Native,Richland,2014,0,333,11820
Asian or Pacific Islander,Richland,2014,0,1064,11822
Other,Richland,2014,0,0,11824
Unknown,Richland,2014,1,0,11826
White,Richland,2015,11,107558,11830
Black,Richland,2015,3,12757,11832
American Indian or Alaskan Native,Richland,2015,0,334,11834
Asian or Pacific Islander,Richland,2015,0,1071,11836
Other,Richland,2015,0,0,11838
Unknown,Richland,2015,0,0,11840
White,Richland,2016,14,107092,11844
Black,Richland,2016,4,12776,11846
American Indian or Alaskan Native,Richland,2016,0,340,11848
Asian or Pacific Islander,Richland,2016,0,1116,11850
Other,Richland,2016,0,0,11852
Unknown,Richland,2016,0,0,11854
White,Richland,2017,19,106413,11858
Black,Richland,2017,0,12559,11860
American Indian or Alaskan Native,Richland,2017,0,336,11862
Asian or Pacific Islander,Richland,2017,0,1192,11864
Other,Richland,2017,0,0,11866
Unknown,Richland,2017,0,0,11868
White,Richland,2018,8,106731,11872
Black,Richland,2018,6,12855,11874
American Indian or Alaskan Native,Richland,2018,0,347,11876
Asian or Pacific Islander,Richland,2018,0,1184,11878
Other,Richland,2018,0,0,11880
Unknown,Richland,2018,0,0,11882
White,Richland,2019,16,106862,11886
Black,Richland,2019,4,12960,11888
American Indian or Alaskan Native,Richland,2019,0,361,11890
Asian or Pacific Islander,Richland,2019,0,1201,11892
Other,Richland,2019,0,0,11894
Unknown,Richland,2019,0,0,11896
White,Richland,2020,14,106525,11900
Black,Richland,2020,4,12749,11902
American Indian or Alaskan Native,Richland,2020,0,360,11904
Asian or Pacific Islander,Richland,2020,0,1257,11906
Other,Richland,2020,0,0,11908
Unknown,Richland,2020,0,0,11910
White,Ross,2010,1,71870,11928
Black,Ross,2010,0,5501,11930
American Indian or Alaskan Native,Ross,2010,0,351,11932
Asian or Pacific Islander,Ross,2010,0,380,11934
Other,Ross,2010,0,0,11936
Unknown,Ross,2010,0,0,11938
White,Ross,2011,0,71459,11942
Black,Ross,2011,1,5384,11944
American Indian or Alaskan Native,Ross,2011,0,357,11946
Asian or Pacific Islander,Ross,2011,0,394,11948
Other,Ross,2011,0,0,11950
Unknown,Ross,2011,0,0,11952
White,Ross,2012,1,71295,11956
Black,Ross,2012,1,5308,11958
American Indian or Alaskan Native,Ross,2012,0,353,11960
Asian or Pacific Islander,Ross,2012,0,403,11962
Other,Ross,2012,0,0,11964
Unknown,Ross,2012,0,0,11966
White,Ross,2013,6,71202,11970
Black,Ross,2013,0,5303,11972
American Indian or Alaskan Native,Ross,2013,0,371,11974
Asian or Pacific Islander,Ross,2013,0,423,11976
Other,Ross,2013,0,0,11978
Unknown,Ross,2013,0,0,11980
White,Ross,2014,6,70973,11984
Black,Ross,2014,0,5314,11986
American Indian or Alaskan Native,Ross,2014,0,377,11988
Asian or Pacific Islander,Ross,2014,0,452,11990
Other,Ross,2014,0,0,11992
Unknown,Ross,2014,0,0,11994
White,Ross,2015,8,70927,11998
Black,Ross,2015,0,5280,12000
American Indian or Alaskan Native,Ross,2015,0,379,12002
Asian or Pacific Islander,Ross,2015,0,481,12004
Other,Ross,2015,0,0,12006
Unknown,Ross,2015,0,0,12008
White,Ross,2016,11,70694,12012
Black,Ross,2016,2,5334,12014
American Indian or Alaskan Native,Ross,2016,0,375,12016
Asian or Pacific Islander,Ross,2016,0,485,12018
Other,Ross,2016,0,0,12020
Unknown,Ross,2016,0,0,12022
White,Ross,2017,9,70887,12026
Black,Ross,2017,1,5542,12028
American Indian or Alaskan Native,Ross,2017,0,377,12030
Asian or Pacific Islander,Ross,2017,0,493,12032
Other,Ross,2017,0,0,12034
Unknown,Ross,2017,0,0,12036
White,Ross,2018,14,70654,12040
Black,Ross,2018,1,5296,12042
American Indian or Alaskan Native,Ross,2018,0,385,12044
Asian or Pacific Islander,Ross,2018,0,524,12046
Other,Ross,2018,0,0,12048
Unknown,Ross,2018,1,0,12050
White,Ross,2019,5,70452,12054
Black,Ross,2019,0,5236,12056
American Indian or Alaskan Native,Ross,2019,0,414,12058
Asian or Pacific Islander,Ross,2019,0,511,12060
Other,Ross,2019,0,0,12062
Unknown,Ross,2019,0,0,12064
White,Ross,2020,13,70281,12068
Black,Ross,2020,3,5226,12070
American Indian or Alaskan Native,Ross,2020,0,413,12072
Asian or Pacific Islander,Ross,2020,0,500,12074
Other,Ross,2020,0,0,12076
Unknown,Ross,2020,0,0,12078
White,Sandusky,2010,0,58085,12096
Black,Sandusky,2010,0,2348,12098
American Indian or Alaskan Native,Sandusky,2010,0,216,12100
Asian or Pacific Islander,Sandusky,2010,0,237,12102
Other,Sandusky,2010,0,0,12104
Unknown,Sandusky,2010,0,0,12106
White,Sandusky,2011,0,57720,12110
Black,Sandusky,2011,0,2400,12112
American Indian or Alaskan Native,Sandusky,2011,0,232,12114
Asian or Pacific Islander,Sandusky,2011,0,257,12116
Other,Sandusky,2011,0,0,12118
Unknown,Sandusky,2011,0,0,12120
White,Sandusky,2012,1,57513,12124
Black,Sandusky,2012,0,2437,12126
American Indian or Alaskan Native,Sandusky,2012,0,235,12128
Asian or Pacific Islander,Sandusky,2012,0,282,12130
Other,Sandusky,2012,0,0,12132
Unknown,Sandusky,2012,0,0,12134
White,Sandusky,2013,0,57070,12138
Black,Sandusky,2013,0,2476,12140
American Indian or Alaskan Native,Sandusky,2013,0,231,12142
Asian or Pacific Islander,Sandusky,2013,0,275,12144
Other,Sandusky,2013,0,0,12146
Unknown,Sandusky,2013,0,0,12148
White,Sandusky,2014,1,56826,12152
Black,Sandusky,2014,0,2504,12154
American Indian or Alaskan Native,Sandusky,2014,0,241,12156
Asian or Pacific Islander,Sandusky,2014,0,259,12158
Other,Sandusky,2014,0,0,12160
Unknown,Sandusky,2014,0,0,12162
White,Sandusky,2015,4,56404,12166
Black,Sandusky,2015,0,2553,12168
American Indian or Alaskan Native,Sandusky,2015,0,231,12170
Asian or Pacific Islander,Sandusky,2015,0,288,12172
Other,Sandusky,2015,0,0,12174
Unknown,Sandusky,2015,0,0,12176
White,Sandusky,2016,6,56170,12180
Black,Sandusky,2016,0,2603,12182
American Indian or Alaskan Native,Sandusky,2016,0,242,12184
Asian or Pacific Islander,Sandusky,2016,0,296,12186
Other,Sandusky,2016,0,0,12188
Unknown,Sandusky,2016,0,0,12190
White,Sandusky,2017,4,55854,12194
Black,Sandusky,2017,1,2675,12196
American Indian or Alaskan Native,Sandusky,2017,0,243,12198
Asian or Pacific Islander,Sandusky,2017,0,325,12200
Other,Sandusky,2017,0,0,12202
Unknown,Sandusky,2017,0,0,12204
White,Sandusky,2018,1,55430,12208
Black,Sandusky,2018,0,2726,12210
American Indian or Alaskan Native,Sandusky,2018,0,266,12212
Asian or Pacific Islander,Sandusky,2018,0,304,12214
Other,Sandusky,2018,0,0,12216
Unknown,Sandusky,2018,0,0,12218
White,Sandusky,2019,4,55154,12222
Black,Sandusky,2019,0,2769,12224
American Indian or Alaskan Native,Sandusky,2019,0,273,12226
Asian or Pacific Islander,Sandusky,2019,0,324,12228
Other,Sandusky,2019,0,0,12230
Unknown,Sandusky,2019,0,0,12232
White,Sandusky,2020,0,54933,12236
Black,Sandusky,2020,0,2815,12238
American Indian or Alaskan Native,Sandusky,2020,0,276,12240
Asian or Pacific Islander,Sandusky,2020,0,327,12242
Other,Sandusky,2020,0,0,12244
Unknown,Sandusky,2020,0,0,12246
White,Scioto,2010,0,76215,12264
Black,Scioto,2010,0,2573,12266
American Indian or Alaskan Native,Scioto,2010,0,581,12268
Asian or Pacific Islander,Scioto,2010,0,303,12270
Other,Scioto,2010,0,0,12272
Unknown,Scioto,2010,0,0,12274
White,Scioto,2011,2,75975,12278
Black,Scioto,2011,0,2539,12280
American Indian or Alaskan Native,Scioto,2011,0,577,12282
Asian or Pacific Islander,Scioto,2011,0,334,12284
Other,Scioto,2011,0,0,12286
Unknown,Scioto,2011,0,0,12288
White,Scioto,2012,0,75381,12292
Black,Scioto,2012,0,2521,12294
American Indian or Alaskan Native,Scioto,2012,0,565,12296
Asian or Pacific Islander,Scioto,2012,0,341,12298
Other,Scioto,2012,0,0,12300
Unknown,Scioto,2012,0,0,12302
White,Scioto,2013,1,74971,12306
Black,Scioto,2013,0,2476,12308
American Indian or Alaskan Native,Scioto,2013,0,554,12310
Asian or Pacific Islander,Scioto,2013,0,332,12312
Other,Scioto,2013,0,0,12314
Unknown,Scioto,2013,0,0,12316
White,Scioto,2014,0,74230,12320
Black,Scioto,2014,0,2386,12322
American Indian or Alaskan Native,Scioto,2014,0,564,12324
Asian or Pacific Islander,Scioto,2014,0,329,12326
Other,Scioto,2014,0,0,12328
Unknown,Scioto,2014,0,0,12330
White,Scioto,2015,0,73735,12334
Black,Scioto,2015,0,2427,12336
American Indian or Alaskan Native,Scioto,2015,0,548,12338
Asian or Pacific Islander,Scioto,2015,0,314,12340
Other,Scioto,2015,0,0,12342
Unknown,Scioto,2015,0,0,12344
White,Scioto,2016,2,73174,12348
Black,Scioto,2016,0,2411,12350
American Indian or Alaskan Native,Scioto,2016,0,540,12352
Asian or Pacific Islander,Scioto,2016,0,326,12354
Other,Scioto,2016,0,0,12356
Unknown,Scioto,2016,0,0,12358
White,Scioto,2017,4,72641,12362
Black,Scioto,2017,0,2470,12364
American Indian or Alaskan Native,Scioto,2017,0,555,12366
Asian or Pacific Islander,Scioto,2017,0,352,12368
Other,Scioto,2017,0,0,12370
Unknown,Scioto,2017,0,0,12372
White,Scioto,2018,5,71953,12376
Black,Scioto,2018,1,2467,12378
American Indian or Alaskan Native,Scioto,2018,0,562,12380
Asian or Pacific Islander,Scioto,2018,0,356,12382
Other,Scioto,2018,0,0,12384
Unknown,Scioto,2018,0,0,12386
White,Scioto,2019,4,71584,12390
Black,Scioto,2019,0,2550,12392
American Indian or Alaskan Native,Scioto,2019,0,569,12394
Asian or Pacific Islander,Scioto,2019,0,348,12396
Other,Scioto,2019,0,0,12398
Unknown,Scioto,2019,0,0,12400
White,Scioto,2020,8,70893,12404
Black,Scioto,2020,3,2546,12406
American Indian or Alaskan Native,Scioto,2020,0,562,12408
Asian or Pacific Islander,Scioto,2020,0,346,12410
Other,Scioto,2020,0,0,12412
Unknown,Scioto,2020,0,0,12414
White,Seneca,2010,0,54264,12432
Black,Seneca,2010,0,1835,12434
American Indian or Alaskan Native,Seneca,2010,0,137,12436
Asian or Pacific Islander,Seneca,2010,0,383,12438
Other,Seneca,2010,0,0,12440
Unknown,Seneca,2010,0,0,12442
White,Seneca,2011,0,54127,12446
Black,Seneca,2011,0,1827,12448
American Indian or Alaskan Native,Seneca,2011,0,165,12450
Asian or Pacific Islander,Seneca,2011,0,407,12452
Other,Seneca,2011,0,0,12454
Unknown,Seneca,2011,0,0,12456
White,Seneca,2012,1,53660,12460
Black,Seneca,2012,0,1867,12462
American Indian or Alaskan Native,Seneca,2012,0,158,12464
Asian or Pacific Islander,Seneca,2012,0,432,12466
Other,Seneca,2012,0,0,12468
Unknown,Seneca,2012,0,0,12470
White,Seneca,2013,0,53342,12474
Black,Seneca,2013,0,1912,12476
American Indian or Alaskan Native,Seneca,2013,0,160,12478
Asian or Pacific Islander,Seneca,2013,0,446,12480
Other,Seneca,2013,0,0,12482
Unknown,Seneca,2013,0,0,12484
White,Seneca,2014,0,53269,12488
Black,Seneca,2014,0,1933,12490
American Indian or Alaskan Native,Seneca,2014,0,171,12492
Asian or Pacific Islander,Seneca,2014,0,446,12494
Other,Seneca,2014,0,0,12496
Unknown,Seneca,2014,0,0,12498
White,Seneca,2015,0,53091,12502
Black,Seneca,2015,0,1953,12504
American Indian or Alaskan Native,Seneca,2015,0,171,12506
Asian or Pacific Islander,Seneca,2015,0,457,12508
Other,Seneca,2015,0,0,12510
Unknown,Seneca,2015,0,0,12512
White,Seneca,2016,0,52864,12516
Black,Seneca,2016,0,2015,12518
American Indian or Alaskan Native,Seneca,2016,0,196,12520
Asian or Pacific Islander,Seneca,2016,0,442,12522
Other,Seneca,2016,0,0,12524
Unknown,Seneca,2016,0,0,12526
White,Seneca,2017,3,52623,12530
Black,Seneca,2017,0,2041,12532
American Indian or Alaskan Native,Seneca,2017,0,187,12534
Asian or Pacific Islander,Seneca,2017,0,471,12536
Other,Seneca,2017,0,0,12538
Unknown,Seneca,2017,0,0,12540
White,Seneca,2018,1,52461,12544
Black,Seneca,2018,0,2113,12546
American Indian or Alaskan Native,Seneca,2018,0,198,12548
Asian or Pacific Islander,Seneca,2018,0,484,12550
Other,Seneca,2018,0,0,12552
Unknown,Seneca,2018,0,0,12554
White,Seneca,2019,3,52365,12558
Black,Seneca,2019,0,2153,12560
American Indian or Alaskan Native,Seneca,2019,0,211,12562
Asian or Pacific Islander,Seneca,2019,0,491,12564
Other,Seneca,2019,0,0,12566
Unknown,Seneca,2019,0,0,12568
White,Seneca,2020,2,52060,12572
Black,Seneca,2020,0,2155,12574
American Indian or Alaskan Native,Seneca,2020,0,210,12576
Asian or Pacific Islander,Seneca,2020,0,513,12578
Other,Seneca,2020,0,0,12580
Unknown,Seneca,2020,0,0,12582
White,Shelby,2010,0,47361,12600
Black,Shelby,2010,0,1378,12602
American Indian or Alaskan Native,Shelby,2010,0,100,12604
Asian or Pacific Islander,Shelby,2010,0,508,12606
Other,Shelby,2010,0,0,12608
Unknown,Shelby,2010,0,0,12610
White,Shelby,2011,1,47220,12614
Black,Shelby,2011,0,1388,12616
American Indian or Alaskan Native,Shelby,2011,0,100,12618
Asian or Pacific Islander,Shelby,2011,0,548,12620
Other,Shelby,2011,0,0,12622
Unknown,Shelby,2011,0,0,12624
White,Shelby,2012,0,47065,12628
Black,Shelby,2012,0,1417,12630
American Indian or Alaskan Native,Shelby,2012,0,111,12632
Asian or Pacific Islander,Shelby,2012,0,565,12634
Other,Shelby,2012,0,0,12636
Unknown,Shelby,2012,0,0,12638
White,Shelby,2013,0,47003,12642
Black,Shelby,2013,0,1498,12644
American Indian or Alaskan Native,Shelby,2013,0,107,12646
Asian or Pacific Islander,Shelby,2013,0,594,12648
Other,Shelby,2013,0,0,12650
Unknown,Shelby,2013,0,0,12652
White,Shelby,2014,0,46673,12656
Black,Shelby,2014,0,1600,12658
American Indian or Alaskan Native,Shelby,2014,0,118,12660
Asian or Pacific Islander,Shelby,2014,0,610,12662
Other,Shelby,2014,0,0,12664
Unknown,Shelby,2014,0,0,12666
White,Shelby,2015,0,46726,12670
Black,Shelby,2015,0,1575,12672
American Indian or Alaskan Native,Shelby,2015,0,112,12674
Asian or Pacific Islander,Shelby,2015,0,623,12676
Other,Shelby,2015,0,0,12678
Unknown,Shelby,2015,0,0,12680
White,Shelby,2016,3,46430,12684
Black,Shelby,2016,0,1560,12686
American Indian or Alaskan Native,Shelby,2016,0,122,12688
Asian or Pacific Islander,Shelby,2016,0,648,12690
Other,Shelby,2016,0,0,12692
Unknown,Shelby,2016,0,0,12694
White,Shelby,2017,6,46373,12698
Black,Shelby,2017,0,1615,12700
American Indian or Alaskan Native,Shelby,2017,0,117,12702
Asian or Pacific Islander,Shelby,2017,0,626,12704
Other,Shelby,2017,0,0,12706
Unknown,Shelby,2017,0,0,12708
White,Shelby,2018,2,46187,12712
Black,Shelby,2018,1,1685,12714
American Indian or Alaskan Native,Shelby,2018,0,126,12716
Asian or Pacific Islander,Shelby,2018,0,634,12718
Other,Shelby,2018,0,0,12720
Unknown,Shelby,2018,0,0,12722
White,Shelby,2019,3,46077,12726
Black,Shelby,2019,0,1717,12728
American Indian or Alaskan Native,Shelby,2019,0,128,12730
Asian or Pacific Islander,Shelby,2019,0,670,12732
Other,Shelby,2019,0,0,12734
Unknown,Shelby,2019,0,0,12736
White,Shelby,2020,1,45800,12740
Black,Shelby,2020,0,1728,12742
American Indian or Alaskan Native,Shelby,2020,0,133,12744
Asian or Pacific Islander,Shelby,2020,0,676,12746
Other,Shelby,2020,0,0,12748
Unknown,Shelby,2020,0,0,12750
White,Stark,2010,5,338236,12768
Black,Stark,2010,0,32470,12770
American Indian or Alaskan Native,Stark,2010,0,1333,12772
Asian or Pacific Islander,Stark,2010,0,3309,12774
Other,Stark,2010,0,0,12776
Unknown,Stark,2010,0,0,12778
White,Stark,2011,9,337372,12782
Black,Stark,2011,2,32405,12784
American Indian or Alaskan Native,Stark,2011,0,1321,12786
Asian or Pacific Islander,Stark,2011,0,3414,12788
Other,Stark,2011,0,0,12790
Unknown,Stark,2011,0,0,12792
White,Stark,2012,6,337389,12796
Black,Stark,2012,0,32676,12798
American Indian or Alaskan Native,Stark,2012,0,1301,12800
Asian or Pacific Islander,Stark,2012,0,3548,12802
Other,Stark,2012,0,0,12804
Unknown,Stark,2012,0,0,12806
White,Stark,2013,14,336994,12810
Black,Stark,2013,1,33086,12812
American Indian or Alaskan Native,Stark,2013,0,1342,12814
Asian or Pacific Islander,Stark,2013,0,3730,12816
Other,Stark,2013,0,0,12818
Unknown,Stark,2013,0,0,12820
White,Stark,2014,16,336896,12824
Black,Stark,2014,2,33461,12826
American Indian or Alaskan Native,Stark,2014,0,1386,12828
Asian or Pacific Islander,Stark,2014,0,3865,12830
Other,Stark,2014,0,0,12832
Unknown,Stark,2014,0,0,12834
White,Stark,2015,10,335719,12838
Black,Stark,2015,3,33677,12840
American Indian or Alaskan Native,Stark,2015,0,1373,12842
Asian or Pacific Islander,Stark,2015,0,4029,12844
Other,Stark,2015,0,0,12846
Unknown,Stark,2015,0,0,12848
White,Stark,2016,17,334425,12852
Black,Stark,2016,2,33726,12854
American Indian or Alaskan Native,Stark,2016,0,1361,12856
Asian or Pacific Islander,Stark,2016,0,4041,12858
Other,Stark,2016,0,0,12860
Unknown,Stark,2016,0,0,12862
White,Stark,2017,15,332556,12866
Black,Stark,2017,2,34013,12868
American Indian or Alaskan Native,Stark,2017,0,1390,12870
Asian or Pacific Islander,Stark,2017,0,4161,12872
Other,Stark,2017,0,0,12874
Unknown,Stark,2017,0,0,12876
White,Stark,2018,12,331457,12880
Black,Stark,2018,3,34343,12882
American Indian or Alaskan Native,Stark,2018,0,1392,12884
Asian or Pacific Islander,Stark,2018,0,4218,12886
Other,Stark,2018,0,0,12888
Unknown,Stark,2018,0,0,12890
White,Stark,2019,27,330351,12894
