DeathRaceRaceDesc,DeathCountyCountyName,DeathYearYear,Deaths,Population,SORT
White,Hamilton,2010,13,566364,5040
Black,Hamilton,2010,10,214300,5042
American Indian or Alaskan Native,Hamilton,2010,0,2758,5044
Asian or Pacific Islander,Hamilton,2010,0,18873,5046
Other,Hamilton,2010,0,0,5048
Unknown,Hamilton,2010,0,0,5050
White,Hamilton,2011,32,563574,5054
Black,Hamilton,2011,16,214988,5056
American Indian or Alaskan Native,Hamilton,2011,0,2708,5058
Asian or Pacific Islander,Hamilton,2011,0,19476,5060
Other,Hamilton,2011,0,0,5062
Unknown,Hamilton,2011,0,0,5064
White,Hamilton,2012,24,563587,5068
Black,Hamilton,2012,8,216171,5070
American Indian or Alaskan Native,Hamilton,2012,0,2707,5072
Asian or Pacific Islander,Hamilton,2012,0,20099,5074
Other,Hamilton,2012,0,0,5076
Unknown,Hamilton,2012,0,0,5078
White,Hamilton,2013,32,563376,5082
Black,Hamilton,2013,18,218351,5084
American Indian or Alaskan Native,Hamilton,2013,0,2677,5086
Asian or Pacific Islander,Hamilton,2013,0,21004,5088
Other,Hamilton,2013,0,0,5090
Unknown,Hamilton,2013,0,0,5092
White,Hamilton,2014,46,563428,5096
Black,Hamilton,2014,19,219923,5098
American Indian or Alaskan Native,Hamilton,2014,0,2670,5100
Asian or Pacific Islander,Hamilton,2014,0,21901,5102
Other,Hamilton,2014,0,0,5104
Unknown,Hamilton,2014,0,0,5106
White,Hamilton,2015,69,562515,5110
Black,Hamilton,2015,28,221603,5112
American Indian or Alaskan Native,Hamilton,2015,0,2693,5114
Asian or Pacific Islander,Hamilton,2015,0,23091,5116
Other,Hamilton,2015,0,0,5118
Unknown,Hamilton,2015,1,0,5120
White,Hamilton,2016,75,561848,5124
Black,Hamilton,2016,21,222604,5126
American Indian or Alaskan Native,Hamilton,2016,0,2697,5128
Asian or Pacific Islander,Hamilton,2016,0,24617,5130
Other,Hamilton,2016,0,0,5132
Unknown,Hamilton,2016,2,0,5134
White,Hamilton,2017,134,561976,5138
Black,Hamilton,2017,50,224037,5140
American Indian or Alaskan Native,Hamilton,2017,2,2776,5142
Asian or Pacific Islander,Hamilton,2017,0,25904,5144
Other,Hamilton,2017,0,0,5146
Unknown,Hamilton,2017,1,0,5148
White,Hamilton,2018,86,561019,5152
Black,Hamilton,2018,50,225538,5154
American Indian or Alaskan Native,Hamilton,2018,0,2808,5156
Asian or Pacific Islander,Hamilton,2018,1,26488,5158
Other,Hamilton,2018,0,0,5160
Unknown,Hamilton,2018,2,0,5162
White,Hamilton,2019,83,561727,5166
Black,Hamilton,2019,51,226706,5168
American Indian or Alaskan Native,Hamilton,2019,0,2906,5170
Asian or Pacific Islander,Hamilton,2019,0,27314,5172
Other,Hamilton,2019,0,0,5174
Unknown,Hamilton,2019,1,0,5176
White,Hamilton,2020,75,560480,5180
Black,Hamilton,2020,56,227129,5182
American Indian or Alaskan Native,Hamilton,2020,0,2880,5184
Asian or Pacific Islander,Hamilton,2020,1,27496,5186
Other,Hamilton,2020,0,0,5188
Unknown,Hamilton,2020,0,0,5190
White,Hancock,2010,0,71438,5208
Black,Hancock,2010,1,1661,5210
American Indian or Alaskan Native,Hancock,2010,0,248,5212
Asian or Pacific Islander,Hancock,2010,0,1351,5214
Other,Hancock,2010,0,0,5216
Unknown,Hancock,2010,0,0,5218
White,Hancock,2011,0,71667,5222
Black,Hancock,2011,1,1678,5224
American Indian or Alaskan Native,Hancock,2011,0,263,5226
Asian or Pacific Islander,Hancock,2011,0,1318,5228
Other,Hancock,2011,0,0,5230
Unknown,Hancock,2011,0,0,5232
White,Hancock,2012,1,72140,5236
Black,Hancock,2012,0,1700,5238
American Indian or Alaskan Native,Hancock,2012,0,279,5240
Asian or Pacific Islander,Hancock,2012,0,1359,5242
Other,Hancock,2012,0,0,5244
Unknown,Hancock,2012,0,0,5246
White,Hancock,2013,0,72173,5250
Black,Hancock,2013,0,1749,5252
American Indian or Alaskan Native,Hancock,2013,0,272,5254
Asian or Pacific Islander,Hancock,2013,0,1418,5256
Other,Hancock,2013,0,0,5258
Unknown,Hancock,2013,0,0,5260
White,Hancock,2014,1,71803,5264
Black,Hancock,2014,0,1792,5266
American Indian or Alaskan Native,Hancock,2014,0,274,5268
Asian or Pacific Islander,Hancock,2014,0,1455,5270
Other,Hancock,2014,0,0,5272
Unknown,Hancock,2014,0,0,5274
White,Hancock,2015,4,72034,5278
Black,Hancock,2015,0,1887,5280
American Indian or Alaskan Native,Hancock,2015,0,292,5282
Asian or Pacific Islander,Hancock,2015,0,1513,5284
Other,Hancock,2015,0,0,5286
Unknown,Hancock,2015,0,0,5288
White,Hancock,2016,3,72017,5292
Black,Hancock,2016,0,1941,5294
American Indian or Alaskan Native,Hancock,2016,0,306,5296
Asian or Pacific Islander,Hancock,2016,0,1565,5298
Other,Hancock,2016,0,0,5300
Unknown,Hancock,2016,0,0,5302
White,Hancock,2017,7,72029,5306
Black,Hancock,2017,0,1986,5308
American Indian or Alaskan Native,Hancock,2017,0,328,5310
Asian or Pacific Islander,Hancock,2017,0,1641,5312
Other,Hancock,2017,0,0,5314
Unknown,Hancock,2017,0,0,5316
White,Hancock,2018,4,71812,5320
Black,Hancock,2018,0,2100,5322
American Indian or Alaskan Native,Hancock,2018,0,334,5324
Asian or Pacific Islander,Hancock,2018,0,1667,5326
Other,Hancock,2018,0,0,5328
Unknown,Hancock,2018,0,0,5330
White,Hancock,2019,0,71513,5334
Black,Hancock,2019,0,2165,5336
American Indian or Alaskan Native,Hancock,2019,0,337,5338
Asian or Pacific Islander,Hancock,2019,0,1675,5340
Other,Hancock,2019,0,0,5342
Unknown,Hancock,2019,0,0,5344
White,Hancock,2020,0,71124,5348
Black,Hancock,2020,0,2216,5350
American Indian or Alaskan Native,Hancock,2020,0,347,5352
Asian or Pacific Islander,Hancock,2020,0,1720,5354
Other,Hancock,2020,0,0,5356
Unknown,Hancock,2020,0,0,5358
White,Hardin,2010,0,31404,5376
Black,Hardin,2010,0,425,5378
American Indian or Alaskan Native,Hardin,2010,0,76,5380
Asian or Pacific Islander,Hardin,2010,0,221,5382
Other,Hardin,2010,0,0,5384
Unknown,Hardin,2010,0,0,5386
White,Hardin,2011,0,31059,5390
Black,Hardin,2011,0,430,5392
American Indian or Alaskan Native,Hardin,2011,0,80,5394
Asian or Pacific Islander,Hardin,2011,0,236,5396
Other,Hardin,2011,0,0,5398
Unknown,Hardin,2011,0,0,5400
White,Hardin,2012,0,30895,5404
Black,Hardin,2012,0,422,5406
American Indian or Alaskan Native,Hardin,2012,0,75,5408
Asian or Pacific Islander,Hardin,2012,0,238,5410
Other,Hardin,2012,0,0,5412
Unknown,Hardin,2012,0,0,5414
White,Hardin,2013,0,30979,5418
Black,Hardin,2013,0,439,5420
American Indian or Alaskan Native,Hardin,2013,0,81,5422
Asian or Pacific Islander,Hardin,2013,0,244,5424
Other,Hardin,2013,0,0,5426
Unknown,Hardin,2013,0,0,5428
White,Hardin,2014,0,31015,5432
Black,Hardin,2014,0,437,5434
American Indian or Alaskan Native,Hardin,2014,0,81,5436
Asian or Pacific Islander,Hardin,2014,0,247,5438
Other,Hardin,2014,0,0,5440
Unknown,Hardin,2014,0,0,5442
White,Hardin,2015,1,30854,5446
Black,Hardin,2015,0,432,5448
American Indian or Alaskan Native,Hardin,2015,0,89,5450
Asian or Pacific Islander,Hardin,2015,0,240,5452
Other,Hardin,2015,0,0,5454
Unknown,Hardin,2015,0,0,5456
White,Hardin,2016,1,30559,5460
Black,Hardin,2016,0,455,5462
American Indian or Alaskan Native,Hardin,2016,0,93,5464
Asian or Pacific Islander,Hardin,2016,0,267,5466
Other,Hardin,2016,0,0,5468
Unknown,Hardin,2016,0,0,5470
White,Hardin,2017,2,30514,5474
Black,Hardin,2017,0,459,5476
American Indian or Alaskan Native,Hardin,2017,0,100,5478
Asian or Pacific Islander,Hardin,2017,0,265,5480
Other,Hardin,2017,0,0,5482
Unknown,Hardin,2017,0,0,5484
White,Hardin,2018,1,30582,5488
Black,Hardin,2018,0,476,5490
American Indian or Alaskan Native,Hardin,2018,0,96,5492
Asian or Pacific Islander,Hardin,2018,0,263,5494
Other,Hardin,2018,0,0,5496
Unknown,Hardin,2018,0,0,5498
White,Hardin,2019,0,30474,5502
Black,Hardin,2019,0,513,5504
American Indian or Alaskan Native,Hardin,2019,0,106,5506
Asian or Pacific Islander,Hardin,2019,0,276,5508
Other,Hardin,2019,0,0,5510
Unknown,Hardin,2019,0,0,5512
White,Hardin,2020,0,30517,5516
Black,Hardin,2020,0,537,5518
American Indian or Alaskan Native,Hardin,2020,0,123,5520
Asian or Pacific Islander,Hardin,2020,0,292,5522
Other,Hardin,2020,0,0,5524
Unknown,Hardin,2020,0,0,5526
White,Harrison,2010,0,15314,5544
Black,Harrison,2010,0,450,5546
American Indian or Alaskan Native,Harrison,2010,0,26,5548
Asian or Pacific Islander,Harrison,2010,0,26,5550
Other,Harrison,2010,0,0,5552
Unknown,Harrison,2010,0,0,5554
White,Harrison,2011,0,15283,5558
Black,Harrison,2011,0,441,5560
American Indian or Alaskan Native,Harrison,2011,0,33,5562
Asian or Pacific Islander,Harrison,2011,0,27,5564
Other,Harrison,2011,0,0,5566
Unknown,Harrison,2011,0,0,5568
White,Harrison,2012,0,15178,5572
Black,Harrison,2012,0,442,5574
American Indian or Alaskan Native,Harrison,2012,0,29,5576
Asian or Pacific Islander,Harrison,2012,0,30,5578
Other,Harrison,2012,0,0,5580
Unknown,Harrison,2012,0,0,5582
White,Harrison,2013,0,15093,5586
Black,Harrison,2013,0,446,5588
American Indian or Alaskan Native,Harrison,2013,0,25,5590
Asian or Pacific Islander,Harrison,2013,0,34,5592
Other,Harrison,2013,0,0,5594
Unknown,Harrison,2013,0,0,5596
White,Harrison,2014,1,15011,5600
Black,Harrison,2014,0,442,5602
American Indian or Alaskan Native,Harrison,2014,0,29,5604
Asian or Pacific Islander,Harrison,2014,0,35,5606
Other,Harrison,2014,0,0,5608
Unknown,Harrison,2014,0,0,5610
White,Harrison,2015,0,14895,5614
Black,Harrison,2015,0,438,5616
American Indian or Alaskan Native,Harrison,2015,0,28,5618
Asian or Pacific Islander,Harrison,2015,0,35,5620
Other,Harrison,2015,0,0,5622
Unknown,Harrison,2015,0,0,5624
White,Harrison,2016,0,14733,5628
Black,Harrison,2016,0,430,5630
American Indian or Alaskan Native,Harrison,2016,0,36,5632
Asian or Pacific Islander,Harrison,2016,0,38,5634
Other,Harrison,2016,0,0,5636
Unknown,Harrison,2016,0,0,5638
White,Harrison,2017,2,14699,5642
Black,Harrison,2017,0,427,5644
American Indian or Alaskan Native,Harrison,2017,0,35,5646
Asian or Pacific Islander,Harrison,2017,0,42,5648
Other,Harrison,2017,0,0,5650
Unknown,Harrison,2017,0,0,5652
White,Harrison,2018,1,14653,5656
Black,Harrison,2018,0,419,5658
American Indian or Alaskan Native,Harrison,2018,0,39,5660
Asian or Pacific Islander,Harrison,2018,0,40,5662
Other,Harrison,2018,0,0,5664
Unknown,Harrison,2018,0,0,5666
White,Harrison,2019,0,14535,5670
Black,Harrison,2019,0,433,5672
American Indian or Alaskan Native,Harrison,2019,0,44,5674
Asian or Pacific Islander,Harrison,2019,0,41,5676
Other,Harrison,2019,0,0,5678
Unknown,Harrison,2019,0,0,5680
White,Harrison,2020,0,14478,5684
Black,Harrison,2020,0,439,5686
American Indian or Alaskan Native,Harrison,2020,0,48,5688
Asian or Pacific Islander,Harrison,2020,0,49,5690
Other,Harrison,2020,0,0,5692
Unknown,Harrison,2020,0,0,5694
White,Henry,2010,0,27726,5712
Black,Henry,2010,0,205,5714
American Indian or Alaskan Native,Henry,2010,0,118,5716
Asian or Pacific Islander,Henry,2010,0,121,5718
Other,Henry,2010,0,0,5720
Unknown,Henry,2010,0,0,5722
White,Henry,2011,0,27512,5726
Black,Henry,2011,0,231,5728
American Indian or Alaskan Native,Henry,2011,0,128,5730
Asian or Pacific Islander,Henry,2011,0,128,5732
Other,Henry,2011,0,0,5734
Unknown,Henry,2011,0,0,5736
White,Henry,2012,0,27327,5740
Black,Henry,2012,0,249,5742
American Indian or Alaskan Native,Henry,2012,0,117,5744
Asian or Pacific Islander,Henry,2012,0,133,5746
Other,Henry,2012,0,0,5748
Unknown,Henry,2012,0,0,5750
White,Henry,2013,0,27296,5754
Black,Henry,2013,0,263,5756
American Indian or Alaskan Native,Henry,2013,0,123,5758
Asian or Pacific Islander,Henry,2013,0,149,5760
Other,Henry,2013,0,0,5762
Unknown,Henry,2013,0,0,5764
White,Henry,2014,0,27043,5768
Black,Henry,2014,0,275,5770
American Indian or Alaskan Native,Henry,2014,0,132,5772
Asian or Pacific Islander,Henry,2014,0,155,5774
Other,Henry,2014,0,0,5776
Unknown,Henry,2014,0,0,5778
White,Henry,2015,1,26921,5782
Black,Henry,2015,0,277,5784
American Indian or Alaskan Native,Henry,2015,0,142,5786
Asian or Pacific Islander,Henry,2015,0,150,5788
Other,Henry,2015,0,0,5790
Unknown,Henry,2015,0,0,5792
White,Henry,2016,0,26680,5796
Black,Henry,2016,0,299,5798
American Indian or Alaskan Native,Henry,2016,0,138,5800
Asian or Pacific Islander,Henry,2016,0,151,5802
Other,Henry,2016,0,0,5804
Unknown,Henry,2016,0,0,5806
White,Henry,2017,0,26570,5810
Black,Henry,2017,0,306,5812
American Indian or Alaskan Native,Henry,2017,0,157,5814
Asian or Pacific Islander,Henry,2017,0,156,5816
Other,Henry,2017,0,0,5818
Unknown,Henry,2017,0,0,5820
White,Henry,2018,2,26433,5824
Black,Henry,2018,0,304,5826
American Indian or Alaskan Native,Henry,2018,0,151,5828
Asian or Pacific Islander,Henry,2018,0,151,5830
Other,Henry,2018,0,0,5832
Unknown,Henry,2018,0,0,5834
White,Henry,2019,2,26299,5838
Black,Henry,2019,0,319,5840
American Indian or Alaskan Native,Henry,2019,0,163,5842
Asian or Pacific Islander,Henry,2019,0,161,5844
Other,Henry,2019,0,0,5846
Unknown,Henry,2019,0,0,5848
White,Henry,2020,2,26274,5852
Black,Henry,2020,0,312,5854
American Indian or Alaskan Native,Henry,2020,0,149,5856
Asian or Pacific Islander,Henry,2020,0,169,5858
Other,Henry,2020,0,0,5860
Unknown,Henry,2020,0,0,5862
White,Highland,2010,0,42470,5880
Black,Highland,2010,0,884,5882
American Indian or Alaskan Native,Highland,2010,0,136,5884
Asian or Pacific Islander,Highland,2010,0,129,5886
Other,Highland,2010,0,0,5888
Unknown,Highland,2010,0,0,5890
White,Highland,2011,1,42223,5894
Black,Highland,2011,0,869,5896
American Indian or Alaskan Native,Highland,2011,0,154,5898
Asian or Pacific Islander,Highland,2011,0,130,5900
Other,Highland,2011,0,0,5902
Unknown,Highland,2011,0,0,5904
White,Highland,2012,0,41811,5908
Black,Highland,2012,0,864,5910
American Indian or Alaskan Native,Highland,2012,0,148,5912
Asian or Pacific Islander,Highland,2012,0,143,5914
Other,Highland,2012,0,0,5916
Unknown,Highland,2012,0,0,5918
White,Highland,2013,0,42017,5922
Black,Highland,2013,0,852,5924
American Indian or Alaskan Native,Highland,2013,0,161,5926
Asian or Pacific Islander,Highland,2013,0,170,5928
Other,Highland,2013,0,0,5930
Unknown,Highland,2013,0,0,5932
White,Highland,2014,0,41877,5936
Black,Highland,2014,0,887,5938
American Indian or Alaskan Native,Highland,2014,0,164,5940
Asian or Pacific Islander,Highland,2014,0,174,5942
Other,Highland,2014,0,0,5944
Unknown,Highland,2014,0,0,5946
White,Highland,2015,0,41730,5950
Black,Highland,2015,0,912,5952
American Indian or Alaskan Native,Highland,2015,0,157,5954
Asian or Pacific Islander,Highland,2015,0,174,5956
Other,Highland,2015,0,0,5958
Unknown,Highland,2015,0,0,5960
White,Highland,2016,1,41703,5964
Black,Highland,2016,0,956,5966
American Indian or Alaskan Native,Highland,2016,0,161,5968
Asian or Pacific Islander,Highland,2016,0,191,5970
Other,Highland,2016,0,0,5972
Unknown,Highland,2016,0,0,5974
White,Highland,2017,2,41616,5978
Black,Highland,2017,0,959,5980
American Indian or Alaskan Native,Highland,2017,0,165,5982
Asian or Pacific Islander,Highland,2017,0,191,5984
Other,Highland,2017,0,0,5986
Unknown,Highland,2017,0,0,5988
White,Highland,2018,0,41654,5992
Black,Highland,2018,0,1000,5994
American Indian or Alaskan Native,Highland,2018,0,177,5996
Asian or Pacific Islander,Highland,2018,0,201,5998
Other,Highland,2018,0,0,6000
Unknown,Highland,2018,0,0,6002
White,Highland,2019,1,41701,6006
Black,Highland,2019,0,1000,6008
American Indian or Alaskan Native,Highland,2019,0,193,6010
Asian or Pacific Islander,Highland,2019,0,229,6012
Other,Highland,2019,0,0,6014
Unknown,Highland,2019,0,0,6016
White,Highland,2020,3,41860,6020
Black,Highland,2020,0,1031,6022
American Indian or Alaskan Native,Highland,2020,0,188,6024
Asian or Pacific Islander,Highland,2020,0,225,6026
Other,Highland,2020,0,0,6028
Unknown,Highland,2020,0,0,6030
White,Hocking,2010,0,28962,6048
Black,Hocking,2010,0,342,6050
American Indian or Alaskan Native,Hocking,2010,0,115,6052
Asian or Pacific Islander,Hocking,2010,0,64,6054
Other,Hocking,2010,0,0,6056
Unknown,Hocking,2010,0,0,6058
White,Hocking,2011,2,28950,6062
Black,Hocking,2011,0,340,6064
American Indian or Alaskan Native,Hocking,2011,0,112,6066
Asian or Pacific Islander,Hocking,2011,0,69,6068
Other,Hocking,2011,0,0,6070
Unknown,Hocking,2011,0,0,6072
White,Hocking,2012,0,28773,6076
Black,Hocking,2012,0,352,6078
American Indian or Alaskan Native,Hocking,2012,0,111,6080
Asian or Pacific Islander,Hocking,2012,0,74,6082
Other,Hocking,2012,0,0,6084
Unknown,Hocking,2012,0,0,6086
White,Hocking,2013,0,28184,6090
Black,Hocking,2013,0,286,6092
American Indian or Alaskan Native,Hocking,2013,0,112,6094
Asian or Pacific Islander,Hocking,2013,0,78,6096
Other,Hocking,2013,0,0,6098
Unknown,Hocking,2013,0,0,6100
White,Hocking,2014,0,28260,6104
Black,Hocking,2014,0,293,6106
American Indian or Alaskan Native,Hocking,2014,0,113,6108
Asian or Pacific Islander,Hocking,2014,0,83,6110
Other,Hocking,2014,0,0,6112
Unknown,Hocking,2014,0,0,6114
White,Hocking,2015,0,28000,6118
Black,Hocking,2015,0,293,6120
American Indian or Alaskan Native,Hocking,2015,0,116,6122
Asian or Pacific Islander,Hocking,2015,0,93,6124
Other,Hocking,2015,0,0,6126
Unknown,Hocking,2015,0,0,6128
White,Hocking,2016,0,27859,6132
Black,Hocking,2016,0,322,6134
American Indian or Alaskan Native,Hocking,2016,0,116,6136
Asian or Pacific Islander,Hocking,2016,0,106,6138
Other,Hocking,2016,0,0,6140
Unknown,Hocking,2016,0,0,6142
White,Hocking,2017,3,27885,6146
Black,Hocking,2017,0,313,6148
American Indian or Alaskan Native,Hocking,2017,0,120,6150
Asian or Pacific Islander,Hocking,2017,0,122,6152
Other,Hocking,2017,0,0,6154
Unknown,Hocking,2017,0,0,6156
White,Hocking,2018,0,27783,6160
Black,Hocking,2018,0,318,6162
American Indian or Alaskan Native,Hocking,2018,0,131,6164
Asian or Pacific Islander,Hocking,2018,0,121,6166
Other,Hocking,2018,0,0,6168
Unknown,Hocking,2018,0,0,6170
White,Hocking,2019,0,27632,6174
Black,Hocking,2019,0,343,6176
American Indian or Alaskan Native,Hocking,2019,0,129,6178
Asian or Pacific Islander,Hocking,2019,0,136,6180
Other,Hocking,2019,0,0,6182
Unknown,Hocking,2019,0,0,6184
White,Hocking,2020,1,27464,6188
Black,Hocking,2020,0,345,6190
American Indian or Alaskan Native,Hocking,2020,0,133,6192
Asian or Pacific Islander,Hocking,2020,0,153,6194
Other,Hocking,2020,0,0,6196
Unknown,Hocking,2020,0,0,6198
White,Holmes,2010,0,42144,6216
Black,Holmes,2010,0,216,6218
American Indian or Alaskan Native,Holmes,2010,0,34,6220
Asian or Pacific Islander,Holmes,2010,0,77,6222
Other,Holmes,2010,0,0,6224
Unknown,Holmes,2010,0,0,6226
White,Holmes,2011,0,42453,6230
Black,Holmes,2011,0,225,6232
American Indian or Alaskan Native,Holmes,2011,0,36,6234
Asian or Pacific Islander,Holmes,2011,0,81,6236
Other,Holmes,2011,0,0,6238
Unknown,Holmes,2011,0,0,6240
White,Holmes,2012,0,42768,6244
Black,Holmes,2012,0,233,6246
American Indian or Alaskan Native,Holmes,2012,0,45,6248
Asian or Pacific Islander,Holmes,2012,0,84,6250
Other,Holmes,2012,0,0,6252
Unknown,Holmes,2012,0,0,6254
White,Holmes,2013,0,43236,6258
Black,Holmes,2013,0,234,6260
American Indian or Alaskan Native,Holmes,2013,0,47,6262
Asian or Pacific Islander,Holmes,2013,0,90,6264
Other,Holmes,2013,0,0,6266
Unknown,Holmes,2013,0,0,6268
White,Holmes,2014,0,43413,6272
Black,Holmes,2014,0,232,6274
American Indian or Alaskan Native,Holmes,2014,0,46,6276
Asian or Pacific Islander,Holmes,2014,0,100,6278
Other,Holmes,2014,0,0,6280
Unknown,Holmes,2014,0,0,6282
White,Holmes,2015,0,43486,6286
Black,Holmes,2015,0,241,6288
American Indian or Alaskan Native,Holmes,2015,0,53,6290
Asian or Pacific Islander,Holmes,2015,0,105,6292
Other,Holmes,2015,0,0,6294
Unknown,Holmes,2015,0,0,6296
White,Holmes,2016,0,43437,6300
Black,Holmes,2016,0,264,6302
American Indian or Alaskan Native,Holmes,2016,0,47,6304
Asian or Pacific Islander,Holmes,2016,0,118,6306
Other,Holmes,2016,0,0,6308
Unknown,Holmes,2016,0,0,6310
White,Holmes,2017,0,43475,6314
Black,Holmes,2017,0,263,6316
American Indian or Alaskan Native,Holmes,2017,0,39,6318
Asian or Pacific Islander,Holmes,2017,0,131,6320
