DeathRaceRaceDesc,DeathCountyCountyName,DeathYearYear,Deaths,Population,SORT
White,Butler,2013,0,326428,1652
Black,Butler,2013,0,32060,1654
American Indian or Alaskan Native,Butler,2013,0,1317,1656
Asian or Pacific Islander,Butler,2013,0,11692,1658
Other,Butler,2013,0,0,1660
Unknown,Butler,2013,0,0,1662
White,Butler,2014,2,327220,1666
Black,Butler,2014,0,33192,1668
American Indian or Alaskan Native,Butler,2014,0,1317,1670
Asian or Pacific Islander,Butler,2014,0,12148,1672
Other,Butler,2014,0,0,1674
Unknown,Butler,2014,0,0,1676
White,Butler,2015,7,327751,1680
Black,Butler,2015,0,34295,1682
American Indian or Alaskan Native,Butler,2015,0,1342,1684
Asian or Pacific Islander,Butler,2015,0,12785,1686
Other,Butler,2015,0,0,1688
Unknown,Butler,2015,0,0,1690
White,Butler,2016,13,328301,1694
Black,Butler,2016,1,35331,1696
American Indian or Alaskan Native,Butler,2016,0,1343,1698
Asian or Pacific Islander,Butler,2016,0,13552,1700
Other,Butler,2016,0,0,1702
Unknown,Butler,2016,0,0,1704
White,Butler,2017,51,328293,1708
Black,Butler,2017,0,36508,1710
American Indian or Alaskan Native,Butler,2017,0,1375,1712
Asian or Pacific Islander,Butler,2017,0,14575,1714
Other,Butler,2017,0,0,1716
Unknown,Butler,2017,0,0,1718
White,Butler,2018,37,327601,1722
Black,Butler,2018,1,37474,1724
American Indian or Alaskan Native,Butler,2018,0,1434,1726
Asian or Pacific Islander,Butler,2018,0,15605,1728
Other,Butler,2018,0,0,1730
Unknown,Butler,2018,1,0,1732
White,Butler,2019,39,326487,1736
Black,Butler,2019,2,38909,1738
American Indian or Alaskan Native,Butler,2019,0,1430,1740
Asian or Pacific Islander,Butler,2019,0,16777,1742
Other,Butler,2019,0,0,1744
Unknown,Butler,2019,0,0,1746
White,Carroll,2007,0,28712,1764
Black,Carroll,2007,0,211,1766
American Indian or Alaskan Native,Carroll,2007,0,85,1768
Asian or Pacific Islander,Carroll,2007,0,54,1770
Other,Carroll,2007,0,0,1772
Unknown,Carroll,2007,0,0,1774
White,Carroll,2008,0,28641,1778
Black,Carroll,2008,0,211,1780
American Indian or Alaskan Native,Carroll,2008,0,82,1782
Asian or Pacific Islander,Carroll,2008,0,65,1784
Other,Carroll,2008,0,0,1786
Unknown,Carroll,2008,0,0,1788
White,Carroll,2009,0,28561,1792
Black,Carroll,2009,0,209,1794
American Indian or Alaskan Native,Carroll,2009,0,80,1796
Asian or Pacific Islander,Carroll,2009,0,67,1798
Other,Carroll,2009,0,0,1800
Unknown,Carroll,2009,0,0,1802
White,Carroll,2010,0,28481,1806
Black,Carroll,2010,0,227,1808
American Indian or Alaskan Native,Carroll,2010,0,82,1810
Asian or Pacific Islander,Carroll,2010,0,69,1812
Other,Carroll,2010,0,0,1814
Unknown,Carroll,2010,0,0,1816
White,Carroll,2011,0,28430,1820
Black,Carroll,2011,0,246,1822
American Indian or Alaskan Native,Carroll,2011,0,82,1824
Asian or Pacific Islander,Carroll,2011,0,74,1826
Other,Carroll,2011,0,0,1828
Unknown,Carroll,2011,0,0,1830
White,Carroll,2012,0,28112,1834
Black,Carroll,2012,0,269,1836
American Indian or Alaskan Native,Carroll,2012,0,89,1838
Asian or Pacific Islander,Carroll,2012,0,81,1840
Other,Carroll,2012,0,0,1842
Unknown,Carroll,2012,0,0,1844
White,Carroll,2013,0,27810,1848
Black,Carroll,2013,0,270,1850
American Indian or Alaskan Native,Carroll,2013,0,98,1852
Asian or Pacific Islander,Carroll,2013,0,94,1854
Other,Carroll,2013,0,0,1856
Unknown,Carroll,2013,0,0,1858
White,Carroll,2014,0,27669,1862
Black,Carroll,2014,0,284,1864
American Indian or Alaskan Native,Carroll,2014,0,85,1866
Asian or Pacific Islander,Carroll,2014,0,106,1868
Other,Carroll,2014,0,0,1870
Unknown,Carroll,2014,0,0,1872
White,Carroll,2015,0,27236,1876
Black,Carroll,2015,0,295,1878
American Indian or Alaskan Native,Carroll,2015,0,88,1880
Asian or Pacific Islander,Carroll,2015,0,110,1882
Other,Carroll,2015,0,0,1884
Unknown,Carroll,2015,0,0,1886
White,Carroll,2016,0,27136,1890
Black,Carroll,2016,0,289,1892
American Indian or Alaskan Native,Carroll,2016,0,99,1894
Asian or Pacific Islander,Carroll,2016,0,106,1896
Other,Carroll,2016,0,0,1898
Unknown,Carroll,2016,0,0,1900
White,Carroll,2017,0,26812,1904
Black,Carroll,2017,0,311,1906
American Indian or Alaskan Native,Carroll,2017,0,95,1908
Asian or Pacific Islander,Carroll,2017,0,111,1910
Other,Carroll,2017,0,0,1912
Unknown,Carroll,2017,0,0,1914
White,Carroll,2018,0,26611,1918
Black,Carroll,2018,0,316,1920
American Indian or Alaskan Native,Carroll,2018,0,91,1922
Asian or Pacific Islander,Carroll,2018,0,116,1924
Other,Carroll,2018,0,0,1926
Unknown,Carroll,2018,0,0,1928
White,Carroll,2019,1,26462,1932
Black,Carroll,2019,0,310,1934
American Indian or Alaskan Native,Carroll,2019,0,91,1936
Asian or Pacific Islander,Carroll,2019,0,121,1938
Other,Carroll,2019,0,0,1940
Unknown,Carroll,2019,0,0,1942
White,Champaign,2007,0,38587,1960
Black,Champaign,2007,0,1199,1962
American Indian or Alaskan Native,Champaign,2007,0,185,1964
Asian or Pacific Islander,Champaign,2007,0,156,1966
Other,Champaign,2007,0,0,1968
Unknown,Champaign,2007,0,0,1970
White,Champaign,2008,0,38701,1974
Black,Champaign,2008,0,1194,1976
American Indian or Alaskan Native,Champaign,2008,0,202,1978
Asian or Pacific Islander,Champaign,2008,0,166,1980
Other,Champaign,2008,0,0,1982
Unknown,Champaign,2008,0,0,1984
White,Champaign,2009,0,38702,1988
Black,Champaign,2009,0,1190,1990
American Indian or Alaskan Native,Champaign,2009,0,200,1992
Asian or Pacific Islander,Champaign,2009,0,173,1994
Other,Champaign,2009,0,0,1996
Unknown,Champaign,2009,0,0,1998
White,Champaign,2010,0,38485,2002
Black,Champaign,2010,0,1221,2004
American Indian or Alaskan Native,Champaign,2010,0,168,2006
Asian or Pacific Islander,Champaign,2010,0,204,2008
Other,Champaign,2010,0,0,2010
Unknown,Champaign,2010,0,0,2012
White,Champaign,2011,0,38251,2016
Black,Champaign,2011,0,1205,2018
American Indian or Alaskan Native,Champaign,2011,0,179,2020
Asian or Pacific Islander,Champaign,2011,0,193,2022
Other,Champaign,2011,0,0,2024
Unknown,Champaign,2011,0,0,2026
White,Champaign,2012,0,37976,2030
Black,Champaign,2012,0,1212,2032
American Indian or Alaskan Native,Champaign,2012,0,181,2034
Asian or Pacific Islander,Champaign,2012,0,210,2036
Other,Champaign,2012,0,0,2038
Unknown,Champaign,2012,0,0,2040
White,Champaign,2013,0,37887,2044
Black,Champaign,2013,0,1187,2046
American Indian or Alaskan Native,Champaign,2013,0,194,2048
Asian or Pacific Islander,Champaign,2013,0,200,2050
Other,Champaign,2013,0,0,2052
Unknown,Champaign,2013,0,0,2054
White,Champaign,2014,0,37467,2058
Black,Champaign,2014,0,1208,2060
American Indian or Alaskan Native,Champaign,2014,0,194,2062
Asian or Pacific Islander,Champaign,2014,0,220,2064
Other,Champaign,2014,0,0,2066
Unknown,Champaign,2014,0,0,2068
White,Champaign,2015,0,37316,2072
Black,Champaign,2015,0,1231,2074
American Indian or Alaskan Native,Champaign,2015,0,196,2076
Asian or Pacific Islander,Champaign,2015,0,233,2078
Other,Champaign,2015,0,0,2080
Unknown,Champaign,2015,0,0,2082
White,Champaign,2016,0,37105,2086
Black,Champaign,2016,0,1228,2088
American Indian or Alaskan Native,Champaign,2016,0,206,2090
Asian or Pacific Islander,Champaign,2016,0,221,2092
Other,Champaign,2016,0,0,2094
Unknown,Champaign,2016,0,0,2096
White,Champaign,2017,1,37224,2100
Black,Champaign,2017,0,1200,2102
American Indian or Alaskan Native,Champaign,2017,0,210,2104
Asian or Pacific Islander,Champaign,2017,0,223,2106
Other,Champaign,2017,0,0,2108
Unknown,Champaign,2017,0,0,2110
White,Champaign,2018,1,37164,2114
Black,Champaign,2018,0,1199,2116
American Indian or Alaskan Native,Champaign,2018,0,204,2118
Asian or Pacific Islander,Champaign,2018,0,232,2120
Other,Champaign,2018,0,0,2122
Unknown,Champaign,2018,0,0,2124
White,Champaign,2019,2,37268,2128
Black,Champaign,2019,0,1217,2130
American Indian or Alaskan Native,Champaign,2019,0,190,2132
Asian or Pacific Islander,Champaign,2019,0,255,2134
Other,Champaign,2019,0,0,2136
Unknown,Champaign,2019,0,0,2138
White,Clark,2007,0,124403,2156
Black,Clark,2007,0,13844,2158
American Indian or Alaskan Native,Clark,2007,0,509,2160
Asian or Pacific Islander,Clark,2007,0,1073,2162
Other,Clark,2007,0,0,2164
Unknown,Clark,2007,0,0,2166
White,Clark,2008,0,123937,2170
Black,Clark,2008,0,13845,2172
American Indian or Alaskan Native,Clark,2008,0,530,2174
Asian or Pacific Islander,Clark,2008,0,1092,2176
Other,Clark,2008,0,0,2178
Unknown,Clark,2008,0,0,2180
White,Clark,2009,0,123261,2184
Black,Clark,2009,0,13867,2186
American Indian or Alaskan Native,Clark,2009,0,525,2188
Asian or Pacific Islander,Clark,2009,0,1125,2190
Other,Clark,2009,0,0,2192
Unknown,Clark,2009,0,0,2194
White,Clark,2010,0,122883,2198
Black,Clark,2010,0,13739,2200
American Indian or Alaskan Native,Clark,2010,0,516,2202
Asian or Pacific Islander,Clark,2010,0,1134,2204
Other,Clark,2010,0,0,2206
Unknown,Clark,2010,0,0,2208
White,Clark,2011,0,122271,2212
Black,Clark,2011,0,13876,2214
American Indian or Alaskan Native,Clark,2011,0,535,2216
Asian or Pacific Islander,Clark,2011,0,1141,2218
Other,Clark,2011,0,0,2220
Unknown,Clark,2011,0,0,2222
White,Clark,2012,0,121609,2226
Black,Clark,2012,0,13905,2228
American Indian or Alaskan Native,Clark,2012,0,526,2230
Asian or Pacific Islander,Clark,2012,0,1158,2232
Other,Clark,2012,0,0,2234
Unknown,Clark,2012,0,0,2236
White,Clark,2013,0,120982,2240
Black,Clark,2013,0,13967,2242
American Indian or Alaskan Native,Clark,2013,0,531,2244
Asian or Pacific Islander,Clark,2013,0,1202,2246
Other,Clark,2013,0,0,2248
Unknown,Clark,2013,0,0,2250
White,Clark,2014,0,120463,2254
Black,Clark,2014,0,14072,2256
American Indian or Alaskan Native,Clark,2014,0,553,2258
Asian or Pacific Islander,Clark,2014,0,1276,2260
Other,Clark,2014,0,0,2262
Unknown,Clark,2014,0,0,2264
White,Clark,2015,0,119822,2268
Black,Clark,2015,1,14126,2270
American Indian or Alaskan Native,Clark,2015,0,574,2272
Asian or Pacific Islander,Clark,2015,0,1288,2274
Other,Clark,2015,0,0,2276
Unknown,Clark,2015,0,0,2278
White,Clark,2016,2,118914,2282
Black,Clark,2016,0,14009,2284
American Indian or Alaskan Native,Clark,2016,0,591,2286
Asian or Pacific Islander,Clark,2016,0,1291,2288
Other,Clark,2016,0,0,2290
Unknown,Clark,2016,0,0,2292
White,Clark,2017,5,118675,2296
Black,Clark,2017,0,14063,2298
American Indian or Alaskan Native,Clark,2017,0,589,2300
Asian or Pacific Islander,Clark,2017,0,1309,2302
Other,Clark,2017,0,0,2304
Unknown,Clark,2017,0,0,2306
White,Clark,2018,5,118682,2310
Black,Clark,2018,0,14102,2312
American Indian or Alaskan Native,Clark,2018,0,608,2314
Asian or Pacific Islander,Clark,2018,0,1305,2316
Other,Clark,2018,0,0,2318
Unknown,Clark,2018,0,0,2320
White,Clark,2019,10,118310,2324
Black,Clark,2019,0,14066,2326
American Indian or Alaskan Native,Clark,2019,0,619,2328
Asian or Pacific Islander,Clark,2019,0,1320,2330
Other,Clark,2019,0,0,2332
Unknown,Clark,2019,0,0,2334
White,Clermont,2007,0,188932,2352
Black,Clermont,2007,0,2865,2354
American Indian or Alaskan Native,Clermont,2007,0,476,2356
Asian or Pacific Islander,Clermont,2007,0,2073,2358
Other,Clermont,2007,0,0,2360
Unknown,Clermont,2007,0,0,2362
White,Clermont,2008,0,190322,2366
Black,Clermont,2008,0,2902,2368
American Indian or Alaskan Native,Clermont,2008,0,498,2370
Asian or Pacific Islander,Clermont,2008,0,2169,2372
Other,Clermont,2008,0,0,2374
Unknown,Clermont,2008,0,0,2376
White,Clermont,2009,0,190870,2380
Black,Clermont,2009,0,2880,2382
American Indian or Alaskan Native,Clermont,2009,0,527,2384
Asian or Pacific Islander,Clermont,2009,0,2235,2386
Other,Clermont,2009,0,0,2388
Unknown,Clermont,2009,0,0,2390
White,Clermont,2010,0,191850,2394
Black,Clermont,2010,0,2919,2396
American Indian or Alaskan Native,Clermont,2010,0,542,2398
Asian or Pacific Islander,Clermont,2010,0,2302,2400
Other,Clermont,2010,0,0,2402
Unknown,Clermont,2010,0,0,2404
White,Clermont,2011,0,192856,2408
Black,Clermont,2011,0,3090,2410
American Indian or Alaskan Native,Clermont,2011,0,570,2412
Asian or Pacific Islander,Clermont,2011,0,2370,2414
Other,Clermont,2011,0,0,2416
Unknown,Clermont,2011,0,0,2418
White,Clermont,2012,0,193221,2422
Black,Clermont,2012,0,3210,2424
American Indian or Alaskan Native,Clermont,2012,0,560,2426
Asian or Pacific Islander,Clermont,2012,0,2535,2428
Other,Clermont,2012,0,0,2430
Unknown,Clermont,2012,0,0,2432
White,Clermont,2013,0,194025,2436
Black,Clermont,2013,0,3244,2438
American Indian or Alaskan Native,Clermont,2013,0,573,2440
Asian or Pacific Islander,Clermont,2013,0,2662,2442
Other,Clermont,2013,0,0,2444
Unknown,Clermont,2013,0,0,2446
White,Clermont,2014,2,194735,2450
Black,Clermont,2014,0,3457,2452
American Indian or Alaskan Native,Clermont,2014,0,591,2454
Asian or Pacific Islander,Clermont,2014,0,2733,2456
Other,Clermont,2014,0,0,2458
Unknown,Clermont,2014,0,0,2460
White,Clermont,2015,2,195007,2464
Black,Clermont,2015,0,3583,2466
American Indian or Alaskan Native,Clermont,2015,0,592,2468
Asian or Pacific Islander,Clermont,2015,0,2895,2470
Other,Clermont,2015,0,0,2472
Unknown,Clermont,2015,0,0,2474
White,Clermont,2016,2,195769,2478
Black,Clermont,2016,0,3915,2480
American Indian or Alaskan Native,Clermont,2016,0,581,2482
Asian or Pacific Islander,Clermont,2016,1,3067,2484
Other,Clermont,2016,0,0,2486
Unknown,Clermont,2016,0,0,2488
White,Clermont,2017,18,196562,2492
Black,Clermont,2017,0,4077,2494
American Indian or Alaskan Native,Clermont,2017,0,589,2496
Asian or Pacific Islander,Clermont,2017,0,3228,2498
Other,Clermont,2017,0,0,2500
Unknown,Clermont,2017,1,0,2502
White,Clermont,2018,12,197550,2506
Black,Clermont,2018,0,4257,2508
American Indian or Alaskan Native,Clermont,2018,1,597,2510
Asian or Pacific Islander,Clermont,2018,0,3399,2512
Other,Clermont,2018,0,0,2514
Unknown,Clermont,2018,0,0,2516
White,Clermont,2019,17,198283,2520
Black,Clermont,2019,1,4468,2522
American Indian or Alaskan Native,Clermont,2019,0,603,2524
Asian or Pacific Islander,Clermont,2019,0,3497,2526
Other,Clermont,2019,0,0,2528
Unknown,Clermont,2019,0,0,2530
White,Clinton,2007,0,40994,2548
Black,Clinton,2007,0,1238,2550
American Indian or Alaskan Native,Clinton,2007,0,123,2552
Asian or Pacific Islander,Clinton,2007,0,221,2554
Other,Clinton,2007,0,0,2556
Unknown,Clinton,2007,0,0,2558
White,Clinton,2008,0,41057,2562
Black,Clinton,2008,0,1259,2564
American Indian or Alaskan Native,Clinton,2008,0,126,2566
Asian or Pacific Islander,Clinton,2008,0,214,2568
Other,Clinton,2008,0,0,2570
Unknown,Clinton,2008,0,0,2572
White,Clinton,2009,0,40794,2576
Black,Clinton,2009,0,1258,2578
American Indian or Alaskan Native,Clinton,2009,0,130,2580
Asian or Pacific Islander,Clinton,2009,0,236,2582
Other,Clinton,2009,0,0,2584
Unknown,Clinton,2009,0,0,2586
White,Clinton,2010,0,40284,2590
Black,Clinton,2010,0,1261,2592
American Indian or Alaskan Native,Clinton,2010,0,125,2594
Asian or Pacific Islander,Clinton,2010,0,252,2596
Other,Clinton,2010,0,0,2598
Unknown,Clinton,2010,0,0,2600
White,Clinton,2011,0,40252,2604
Black,Clinton,2011,0,1302,2606
American Indian or Alaskan Native,Clinton,2011,0,130,2608
Asian or Pacific Islander,Clinton,2011,0,235,2610
Other,Clinton,2011,0,0,2612
Unknown,Clinton,2011,0,0,2614
White,Clinton,2012,0,40151,2618
Black,Clinton,2012,0,1295,2620
American Indian or Alaskan Native,Clinton,2012,0,130,2622
Asian or Pacific Islander,Clinton,2012,0,253,2624
Other,Clinton,2012,0,0,2626
Unknown,Clinton,2012,0,0,2628
White,Clinton,2013,0,40211,2632
Black,Clinton,2013,0,1278,2634
American Indian or Alaskan Native,Clinton,2013,0,133,2636
Asian or Pacific Islander,Clinton,2013,0,257,2638
Other,Clinton,2013,0,0,2640
Unknown,Clinton,2013,0,0,2642
White,Clinton,2014,0,40144,2646
Black,Clinton,2014,0,1289,2648
American Indian or Alaskan Native,Clinton,2014,0,136,2650
Asian or Pacific Islander,Clinton,2014,0,255,2652
Other,Clinton,2014,0,0,2654
Unknown,Clinton,2014,0,0,2656
White,Clinton,2015,1,40121,2660
Black,Clinton,2015,0,1327,2662
American Indian or Alaskan Native,Clinton,2015,0,151,2664
Asian or Pacific Islander,Clinton,2015,0,265,2666
Other,Clinton,2015,0,0,2668
Unknown,Clinton,2015,0,0,2670
White,Clinton,2016,3,40151,2674
Black,Clinton,2016,0,1353,2676
American Indian or Alaskan Native,Clinton,2016,0,162,2678
Asian or Pacific Islander,Clinton,2016,0,257,2680
Other,Clinton,2016,0,0,2682
Unknown,Clinton,2016,0,0,2684
White,Clinton,2017,6,40254,2688
Black,Clinton,2017,1,1348,2690
American Indian or Alaskan Native,Clinton,2017,0,170,2692
Asian or Pacific Islander,Clinton,2017,0,263,2694
Other,Clinton,2017,0,0,2696
Unknown,Clinton,2017,0,0,2698
White,Clinton,2018,6,40297,2702
Black,Clinton,2018,0,1375,2704
American Indian or Alaskan Native,Clinton,2018,0,166,2706
Asian or Pacific Islander,Clinton,2018,0,281,2708
Other,Clinton,2018,0,0,2710
Unknown,Clinton,2018,0,0,2712
White,Clinton,2019,6,40157,2716
Black,Clinton,2019,0,1367,2718
American Indian or Alaskan Native,Clinton,2019,0,178,2720
Asian or Pacific Islander,Clinton,2019,0,300,2722
Other,Clinton,2019,0,0,2724
Unknown,Clinton,2019,0,0,2726
White,Columbiana,2007,0,105612,2744
Black,Columbiana,2007,0,2899,2746
American Indian or Alaskan Native,Columbiana,2007,0,254,2748
Asian or Pacific Islander,Columbiana,2007,0,388,2750
Other,Columbiana,2007,0,0,2752
Unknown,Columbiana,2007,0,0,2754
White,Columbiana,2008,0,104887,2758
Black,Columbiana,2008,0,2945,2760
American Indian or Alaskan Native,Columbiana,2008,0,253,2762
Asian or Pacific Islander,Columbiana,2008,0,384,2764
Other,Columbiana,2008,0,0,2766
Unknown,Columbiana,2008,0,0,2768
White,Columbiana,2009,0,104338,2772
Black,Columbiana,2009,0,2947,2774
American Indian or Alaskan Native,Columbiana,2009,0,258,2776
Asian or Pacific Islander,Columbiana,2009,0,405,2778
Other,Columbiana,2009,0,0,2780
Unknown,Columbiana,2009,0,0,2782
White,Columbiana,2010,0,104225,2786
Black,Columbiana,2010,0,2966,2788
American Indian or Alaskan Native,Columbiana,2010,0,266,2790
Asian or Pacific Islander,Columbiana,2010,0,432,2792
Other,Columbiana,2010,0,0,2794
Unknown,Columbiana,2010,0,0,2796
White,Columbiana,2011,0,103751,2800
Black,Columbiana,2011,0,3001,2802
American Indian or Alaskan Native,Columbiana,2011,0,257,2804
Asian or Pacific Islander,Columbiana,2011,0,428,2806
Other,Columbiana,2011,0,0,2808
Unknown,Columbiana,2011,0,0,2810
White,Columbiana,2012,0,102926,2814
Black,Columbiana,2012,0,3033,2816
American Indian or Alaskan Native,Columbiana,2012,0,264,2818
Asian or Pacific Islander,Columbiana,2012,0,429,2820
Other,Columbiana,2012,0,0,2822
Unknown,Columbiana,2012,0,0,2824
White,Columbiana,2013,0,102223,2828
Black,Columbiana,2013,0,3065,2830
American Indian or Alaskan Native,Columbiana,2013,0,264,2832
Asian or Pacific Islander,Columbiana,2013,0,455,2834
Other,Columbiana,2013,0,0,2836
Unknown,Columbiana,2013,0,0,2838
White,Columbiana,2014,0,101866,2842
Black,Columbiana,2014,0,3090,2844
American Indian or Alaskan Native,Columbiana,2014,0,263,2846
Asian or Pacific Islander,Columbiana,2014,0,462,2848
Other,Columbiana,2014,0,0,2850
Unknown,Columbiana,2014,0,0,2852
White,Columbiana,2015,0,100907,2856
Black,Columbiana,2015,0,3151,2858
American Indian or Alaskan Native,Columbiana,2015,0,253,2860
Asian or Pacific Islander,Columbiana,2015,0,477,2862
Other,Columbiana,2015,0,0,2864
Unknown,Columbiana,2015,0,0,2866
White,Columbiana,2016,0,100028,2870
Black,Columbiana,2016,0,3162,2872
American Indian or Alaskan Native,Columbiana,2016,0,257,2874
Asian or Pacific Islander,Columbiana,2016,0,479,2876
Other,Columbiana,2016,0,0,2878
Unknown,Columbiana,2016,0,0,2880
White,Columbiana,2017,0,99326,2884
Black,Columbiana,2017,0,3140,2886
American Indian or Alaskan Native,Columbiana,2017,0,258,2888
Asian or Pacific Islander,Columbiana,2017,0,474,2890
Other,Columbiana,2017,0,0,2892
Unknown,Columbiana,2017,0,0,2894
White,Columbiana,2018,0,98631,2898
Black,Columbiana,2018,1,3174,2900
American Indian or Alaskan Native,Columbiana,2018,0,269,2902
Asian or Pacific Islander,Columbiana,2018,0,460,2904
Other,Columbiana,2018,0,0,2906
Unknown,Columbiana,2018,0,0,2908
White,Columbiana,2019,0,97810,2912
Black,Columbiana,2019,0,3224,2914
American Indian or Alaskan Native,Columbiana,2019,0,279,2916
Asian or Pacific Islander,Columbiana,2019,0,481,2918
Other,Columbiana,2019,0,0,2920
Unknown,Columbiana,2019,0,0,2922
White,Coshocton,2007,0,36429,2940
Black,Coshocton,2007,0,561,2942
American Indian or Alaskan Native,Coshocton,2007,0,78,2944
Asian or Pacific Islander,Coshocton,2007,0,116,2946
Other,Coshocton,2007,0,0,2948
Unknown,Coshocton,2007,0,0,2950
White,Coshocton,2008,0,36181,2954
Black,Coshocton,2008,0,579,2956
American Indian or Alaskan Native,Coshocton,2008,0,82,2958
Asian or Pacific Islander,Coshocton,2008,0,111,2960
Other,Coshocton,2008,0,0,2962
Unknown,Coshocton,2008,0,0,2964
White,Coshocton,2009,0,36117,2968
Black,Coshocton,2009,0,563,2970
American Indian or Alaskan Native,Coshocton,2009,0,87,2972
Asian or Pacific Islander,Coshocton,2009,0,111,2974
Other,Coshocton,2009,0,0,2976
Unknown,Coshocton,2009,0,0,2978
White,Coshocton,2010,0,36148,2982
