"","year","year_int","county","race","O_c","O_fc","O_s","O_fs","E_c","E_fc","E_s","E_fs"
"1535",2017,7,"Huron","White",0,3,0,1,0.95927533087446,0.95927533087446,0.0472567155351949,0.0472567155351949
"1536",2017,7,"Jackson","White",1,1,1,3,0.543264176140735,0.543264176140735,0.0270694473260803,0.0270694473260803
"1537",2017,7,"Jefferson","White",8,8,3,3,1.02948828669048,1.02948828669048,0.0508551422995068,0.0508551422995068
"1538",2017,7,"Knox","White",0,1,1,3,0.964840195292369,0.964840195292369,0.047242221823191,0.047242221823191
"1539",2017,7,"Lake","White",10,27,3,9,3.70611515313778,3.70611515313778,0.18367799531553,0.18367799531553
"1540",2017,7,"Lawrence","White",1,3,5,7,1.00796960631621,1.00796960631621,0.0495242543375197,0.0495242543375197
"1541",2017,7,"Licking","White",0,0,3,5,2.79612322859811,2.79612322859811,0.13711506891389,0.13711506891389
"1542",2017,7,"Logan","White",0,4,0,4,0.736199855728933,0.736199855728933,0.0361434183349422,0.0361434183349422
"1543",2017,7,"Lorain","White",16,47,3,5,4.66456970817334,4.66456970817334,0.225610455224206,0.225610455224206
"1544",2017,7,"Lucas","White",15,37,1,1,5.69648686359135,5.69648686359135,0.293808160400657,0.293808160400657
"1545",2017,7,"Madison","White",2,6,1,2,0.740351266024131,0.740351266024131,0.0363614885808799,0.0363614885808799
"1546",2017,7,"Mahoning","White",15,47,2,3,3.17080922888089,3.17080922888089,0.157810140382421,0.157810140382421
"1547",2017,7,"Marion","White",1,5,0,0,1.0349222966884,1.0349222966884,0.0520008365198422,0.0520008365198422
"1548",2017,7,"Medina","White",3,5,2,4,3.03371826744526,3.03371826744526,0.144988912894426,0.144988912894426
"1549",2017,7,"Meigs","White",1,1,0,1,0.391295463471634,0.391295463471634,0.0191248612332956,0.0191248612332956
"1550",2017,7,"Mercer","White",0,1,0,0,0.639512615482413,0.639512615482413,0.0322407261108834,0.0322407261108834
"1551",2017,7,"Miami","White",2,11,1,7,1.70078166036041,1.70078166036041,0.084257153997743,0.084257153997743
"1552",2017,7,"Monroe","White",0,0,0,0,0.225774268468992,0.225774268468992,0.0109912871200688,0.0109912871200688
"1553",2017,7,"Montgomery","White",17,136,7,55,6.73115608012824,6.73115608012824,0.343701026279599,0.343701026279599
